first_names,country,ISO numeric,rank,inverse_rank,probability
Urszula,Poland,616,83.0,66.0,0.005906040268456376
Waldemar,Poland,616,116.0,33.0,0.002953020134228188
Wanda,Poland,616,139.0,10.0,0.0008948545861297539
Weronika,Poland,616,29.0,120.0,0.010738255033557046
Wiktor,Poland,616,82.0,67.0,0.005995525727069352
Wiktoria,Poland,616,43.0,106.0,0.009485458612975391
Wioletta,Poland,616,109.0,40.0,0.0035794183445190158
Witold,Poland,616,124.0,25.0,0.0022371364653243847
Wojciech,Poland,616,2.0,147.0,0.013154362416107382
WÅadysÅaw,Poland,616,108.0,41.0,0.003668903803131991
Zbigniew,Poland,616,86.0,63.0,0.005637583892617449
Zofia,Poland,616,17.0,132.0,0.011812080536912751
Zuzanna,Poland,616,39.0,110.0,0.009843400447427294
Åukasz,Poland,616,22.0,127.0,0.011364653243847875
Å»aneta,Poland,616,149.0,0.0,0.0
Adriana,Portugal,620,69.0,60.0,0.0071573422402481214
Afonso,Portugal,620,60.0,69.0,0.00823094357628534
Alberto,Portugal,620,88.0,41.0,0.0048908505308362165
Alexandre,Portugal,620,118.0,11.0,0.0013121794107121556
Alice,Portugal,620,119.0,10.0,0.001192890373374687
AmÃ©lia,Portugal,620,105.0,24.0,0.0028629368960992486
Ana,Portugal,620,3.0,126.0,0.015030418704521055
Anabela,Portugal,620,93.0,36.0,0.004294405344148873
Andreia,Portugal,620,51.0,78.0,0.009304544912322557
AndrÃ©,Portugal,620,30.0,99.0,0.0118096146964094
AntÃ³nio,Portugal,620,2.0,127.0,0.015149707741858523
Armando,Portugal,620,92.0,37.0,0.004413694381486342
Artur,Portugal,620,84.0,45.0,0.005368006680186091
Augusto,Portugal,620,94.0,35.0,0.004175116306811404
Beatriz,Portugal,620,7.0,122.0,0.014553262555171179
Bernardo,Portugal,620,62.0,67.0,0.007992365501610402
Bruna,Portugal,620,79.0,50.0,0.005964451866873434
Bruno,Portugal,620,28.0,101.0,0.012048192771084338
BÃ¡rbara,Portugal,620,113.0,16.0,0.001908624597399499
Carla,Portugal,620,37.0,92.0,0.010974591435047119
Carlos,Portugal,620,14.0,115.0,0.0137182392938089
Carolina,Portugal,620,13.0,116.0,0.013837528331146367
Catarina,Portugal,620,21.0,108.0,0.012883216032446618
Clara,Portugal,620,121.0,8.0,0.0009543122986997495
ClÃ¡udia,Portugal,620,49.0,80.0,0.009543122986997495
ConceiÃ§Ã£o,Portugal,620,91.0,38.0,0.00453298341882381
Cristiano,Portugal,620,106.0,23.0,0.0027436478587617797
Cristina,Portugal,620,35.0,94.0,0.011213169509722056
CÃ©lia,Portugal,620,77.0,52.0,0.006203029941548372
CÃ©sar,Portugal,620,98.0,31.0,0.003697960157461529
Daniel,Portugal,620,116.0,13.0,0.001550757485387093
Daniela,Portugal,620,65.0,64.0,0.007634498389597996
David,Portugal,620,114.0,15.0,0.0017893355600620304
Diana,Portugal,620,57.0,72.0,0.008588810688297746
Dinis,Portugal,620,78.0,51.0,0.006083740904210903
Diogo,Portugal,620,32.0,97.0,0.011571036621734462
Duarte,Portugal,620,54.0,75.0,0.008946677800310152
Eduarda,Portugal,620,129.0,0.0,0.0
Eduardo,Portugal,620,108.0,21.0,0.0025050697840868423
Elisabete,Portugal,620,99.0,30.0,0.0035786711201240607
Fernanda,Portugal,620,103.0,26.0,0.003101514970774186
Fernando,Portugal,620,34.0,95.0,0.011332458547059525
Filipa,Portugal,620,87.0,42.0,0.005010139568173685
Filipe,Portugal,620,52.0,77.0,0.00918525587498509
Francisca,Portugal,620,5.0,124.0,0.014791840629846117
Francisco,Portugal,620,8.0,121.0,0.014433973517833711
FÃ¡bio,Portugal,620,76.0,53.0,0.006322318978885841
FÃ¡tima,Portugal,620,71.0,58.0,0.006918764165573184
Gabriel,Portugal,620,66.0,63.0,0.007515209352260527
Gabriela,Portugal,620,83.0,46.0,0.005487295717523559
GonÃ§alo,Portugal,620,42.0,87.0,0.010378146248359775
GraÃ§a,Portugal,620,95.0,34.0,0.004055827269473935
Guilherme,Portugal,620,68.0,61.0,0.0072766312775855895
Helena,Portugal,620,55.0,74.0,0.008827388762972684
Henrique,Portugal,620,58.0,71.0,0.008469521650960276
Hugo,Portugal,620,48.0,81.0,0.009662412024334963
InÃªs,Portugal,620,15.0,114.0,0.01359895025647143
Irene,Portugal,620,117.0,12.0,0.0014314684480496243
Isabel,Portugal,620,27.0,102.0,0.012167481808421806
Ivo,Portugal,620,120.0,9.0,0.0010736013360372182
Jaime,Portugal,620,82.0,47.0,0.005606584754861028
Joana,Portugal,620,23.0,106.0,0.012644637957771682
Joaquim,Portugal,620,90.0,39.0,0.004652272456161279
Jorge,Portugal,620,36.0,93.0,0.011093880472384588
JosÃ©,Portugal,620,4.0,125.0,0.014911129667183587
JoÃ£o,Portugal,620,0.0,129.0,0.01538828581653346
JÃºlia,Portugal,620,81.0,48.0,0.005725873792198497
Laura,Portugal,620,123.0,6.0,0.0007157342240248121
Leandro,Portugal,620,100.0,29.0,0.003459382082786592
Leonor,Portugal,620,9.0,120.0,0.014314684480496243
Liliana,Portugal,620,63.0,66.0,0.007873076464272934
Lucas,Portugal,620,124.0,5.0,0.0005964451866873435
Lurdes,Portugal,620,89.0,40.0,0.004771561493498748
LuÃ­s,Portugal,620,12.0,117.0,0.013956817368483837
LÃ­dia,Portugal,620,115.0,14.0,0.0016700465227245617
LÃºcia,Portugal,620,61.0,68.0,0.00811165453894787
Madalena,Portugal,620,125.0,4.0,0.00047715614934987476
Mafalda,Portugal,620,111.0,18.0,0.0021472026720744364
Manuel,Portugal,620,6.0,123.0,0.014672551592508649
Manuela,Portugal,620,73.0,56.0,0.006680186090898247
Marcelo,Portugal,620,102.0,27.0,0.0032208040081116544
Marco,Portugal,620,122.0,7.0,0.0008350232613622808
Margarida,Portugal,620,85.0,44.0,0.005248717642848622
Maria,Portugal,620,1.0,128.0,0.015268996779195992
Mariana,Portugal,620,11.0,118.0,0.014076106405821305
Marta,Portugal,620,29.0,100.0,0.011928903733746868
Martim,Portugal,620,64.0,65.0,0.007753787426935464
Mateus,Portugal,620,110.0,19.0,0.002266491709411905
Miguel,Portugal,620,18.0,111.0,0.013241083144459024
MÃ¡rcio,Portugal,620,126.0,3.0,0.00035786711201240607
MÃ¡rio,Portugal,620,86.0,43.0,0.0051294286055111535
MÃ³nica,Portugal,620,41.0,88.0,0.010497435285697245
NatÃ¡lia,Portugal,620,101.0,28.0,0.0033400930454491233
Nelson,Portugal,620,104.0,25.0,0.002982225933436717
Nuno,Portugal,620,26.0,103.0,0.012286770845759274
Olga,Portugal,620,97.0,32.0,0.003817249194798998
PatrÃ­cia,Portugal,620,33.0,96.0,0.011451747584396994
Paula,Portugal,620,45.0,84.0,0.01002027913634737
Paulo,Portugal,620,16.0,113.0,0.013479661219133961
Pedro,Portugal,620,10.0,119.0,0.014195395443158773
Rafael,Portugal,620,50.0,79.0,0.009423833949660025
Raquel,Portugal,620,47.0,82.0,0.009781701061672433
Raul,Portugal,620,96.0,33.0,0.003936538232136467
Renato,Portugal,620,72.0,57.0,0.006799475128235715
Ricardo,Portugal,620,22.0,107.0,0.01276392699510915
Rita,Portugal,620,19.0,110.0,0.013121794107121556
Rodrigo,Portugal,620,44.0,85.0,0.010139568173684839
Rosa,Portugal,620,75.0,54.0,0.006441608016223309
Rui,Portugal,620,24.0,105.0,0.012525348920434212
RÃºben,Portugal,620,74.0,55.0,0.006560897053560778
Samuel,Portugal,620,112.0,17.0,0.0020279136347369675
Sandra,Portugal,620,39.0,90.0,0.010736013360372183
Sara,Portugal,620,31.0,98.0,0.011690325659071932
SimÃ£o,Portugal,620,70.0,59.0,0.0070380532029106525
Sofia,Portugal,620,17.0,112.0,0.013360372181796493
Susana,Portugal,620,43.0,86.0,0.010258857211022307
SÃ©rgio,Portugal,620,38.0,91.0,0.01085530239770965
SÃ­lvia,Portugal,620,53.0,76.0,0.00906596683764762
Telmo,Portugal,620,128.0,1.0,0.00011928903733746869
Teresa,Portugal,620,25.0,104.0,0.012406059883096744
Tiago,Portugal,620,20.0,109.0,0.013002505069784088
TomÃ¡s,Portugal,620,56.0,73.0,0.008708099725635214
Vanessa,Portugal,620,67.0,62.0,0.007395920314923058
Vasco,Portugal,620,40.0,89.0,0.010616724323034713
Vera,Portugal,620,59.0,70.0,0.008350232613622808
VÃ¢nia,Portugal,620,109.0,20.0,0.002385780746749374
VÃ­tor,Portugal,620,46.0,83.0,0.009900990099009901
Ãlvaro,Portugal,620,80.0,49.0,0.005845162829535966
Ãngela,Portugal,620,107.0,22.0,0.002624358821424311
Adrian,Romania,642,10.0,131.0,0.013085605833583059
Adriana,Romania,642,39.0,102.0,0.010188792328438718
Alexandru,Romania,642,6.0,135.0,0.013485166317051244
Alin,Romania,642,70.0,71.0,0.0070921985815602835
Alina,Romania,642,11.0,130.0,0.012985715712716013
Ana,Romania,642,5.0,136.0,0.01358505643791829
Anca,Romania,642,75.0,66.0,0.006592747977225052
Andreea,Romania,642,17.0,124.0,0.012386374987513734
Andrei,Romania,642,0.0,141.0,0.014084507042253521
Anica,Romania,642,135.0,6.0,0.0005993407252022775
AniÈoara,Romania,642,129.0,12.0,0.001198681450404555
Aurel,Romania,642,86.0,55.0,0.005493956647687544
Aurelia,Romania,642,119.0,22.0,0.0021975826590750177
Bianca,Romania,642,55.0,86.0,0.008590550394565978
Bogdan,Romania,642,20.0,121.0,0.012086704624912596
Camelia,Romania,642,45.0,96.0,0.00958945160323644
Carmen,Romania,642,33.0,108.0,0.010788133053640995
Ciprian,Romania,642,44.0,97.0,0.009689341724103486
Claudia,Romania,642,49.0,92.0,0.009189891119768255
Claudiu,Romania,642,94.0,47.0,0.004694835680751174
Codrin,Romania,642,126.0,15.0,0.0014983518130056938
Constantin,Romania,642,24.0,117.0,0.011687144141444412
ConstanÈa,Romania,642,133.0,8.0,0.00079912096693637
Corina,Romania,642,63.0,78.0,0.007791429427629608
Cornel,Romania,642,82.0,59.0,0.005893517131155729
Cornelia,Romania,642,101.0,40.0,0.00399560483468185
Cosmin,Romania,642,40.0,101.0,0.010088902207571672
Costel,Romania,642,140.0,1.0,9.989012086704625e-05
Cristian,Romania,642,8.0,133.0,0.013285386075317152
Cristina,Romania,642,23.0,118.0,0.011787034262311457
CÄlin,Romania,642,106.0,35.0,0.0034961542303466185
CÄtÄlin,Romania,642,60.0,81.0,0.008091099790230746
Dan,Romania,642,30.0,111.0,0.011087803416242133
Daniela,Romania,642,9.0,132.0,0.013185495954450104
Darius,Romania,642,114.0,27.0,0.0026970332634102486
Decebal,Romania,642,128.0,13.0,0.0012985715712716013
Delia,Romania,642,79.0,62.0,0.006193187493756867
Denisa,Romania,642,57.0,84.0,0.008390770152831885
Diana,Romania,642,25.0,116.0,0.011587254020577364
Doina,Romania,642,85.0,56.0,0.00559384676855459
Dorin,Romania,642,76.0,65.0,0.0064928578563580065
Dorina,Romania,642,121.0,20.0,0.001997802417340925
Doru,Romania,642,68.0,73.0,0.007291978823294376
DragoÈ,Romania,642,32.0,109.0,0.010888023174508042
Dumitru,Romania,642,42.0,99.0,0.009889121965837579
Ecaterina,Romania,642,91.0,50.0,0.004994506043352312
Elena,Romania,642,3.0,138.0,0.013784836679652383
Emil,Romania,642,50.0,91.0,0.00909000099890121
Eugen,Romania,642,96.0,45.0,0.004495055439017081
Felicia,Romania,642,117.0,24.0,0.00239736290080911
Flavius,Romania,642,132.0,9.0,0.0008990110878034162
Floarea,Romania,642,123.0,18.0,0.0017980221756068325
Florentina,Romania,642,65.0,76.0,0.007591649185895515
Florica,Romania,642,107.0,34.0,0.0033962641094795725
Florin,Romania,642,14.0,127.0,0.012686045350114873
Gabriel,Romania,642,64.0,77.0,0.007691539306762561
Gabriela,Romania,642,13.0,128.0,0.01278593547098192
Gelu,Romania,642,136.0,5.0,0.0004994506043352313
George,Romania,642,38.0,103.0,0.010288682449305763
Georgiana,Romania,642,43.0,98.0,0.009789231844970532
Gheorghe,Romania,642,12.0,129.0,0.012885825591848966
Grigore,Romania,642,100.0,41.0,0.004095494955548896
Horea,Romania,642,98.0,43.0,0.004295275197282989
Horia,Romania,642,120.0,21.0,0.002097692538207971
Ileana,Romania,642,111.0,30.0,0.0029967036260113876
Ilie,Romania,642,124.0,17.0,0.0016981320547397863
Ioana,Romania,642,7.0,134.0,0.013385276196184197
Ion,Romania,642,2.0,139.0,0.013884726800519429
IonuÈ,Romania,642,26.0,115.0,0.011487363899710319
Irina,Romania,642,41.0,100.0,0.009989012086704625
Iulia,Romania,642,67.0,74.0,0.007391868944161422
Iulian,Romania,642,80.0,61.0,0.006093297372889822
Larisa,Romania,642,71.0,70.0,0.006992308460693237
Laura,Romania,642,21.0,120.0,0.01198681450404555
LaurenÈiu,Romania,642,72.0,69.0,0.0068924183398261915
Lavinia,Romania,642,53.0,88.0,0.00879033063630007
Leontina,Romania,642,131.0,10.0,0.0009989012086704626
Lidia,Romania,642,115.0,26.0,0.0025971431425432026
Liliana,Romania,642,83.0,58.0,0.005793627010288682
Liviu,Romania,642,56.0,85.0,0.00849066027369893
Loredana,Romania,642,59.0,82.0,0.008190989911097792
Lucian,Romania,642,46.0,95.0,0.009489561482369393
LuminiÈa,Romania,642,61.0,80.0,0.0079912096693637
Maria,Romania,642,1.0,140.0,0.013984616921386474
Marian,Romania,642,22.0,119.0,0.011886924383178503
Mariana,Romania,642,87.0,54.0,0.005394066526820497
Maricica,Romania,642,127.0,14.0,0.0013984616921386475
Marius,Romania,642,66.0,75.0,0.0074917590650284685
Matei,Romania,642,112.0,29.0,0.002896813505144341
Mihaela,Romania,642,31.0,110.0,0.010987913295375087
Mihai,Romania,642,4.0,137.0,0.013684946558785336
Mircea,Romania,642,90.0,51.0,0.005094396164219359
Monica,Romania,642,19.0,122.0,0.012186594745779643
MÄdÄlina,Romania,642,73.0,68.0,0.006792528218959145
Natalia,Romania,642,93.0,48.0,0.00479472580161822
Nicolae,Romania,642,18.0,123.0,0.012286484866646689
Nicoleta,Romania,642,37.0,104.0,0.01038857257017281
Nicu,Romania,642,104.0,37.0,0.003695934472080711
Oana,Romania,642,29.0,112.0,0.01118769353710918
Octavian,Romania,642,54.0,87.0,0.008690440515433023
Otilia,Romania,642,99.0,42.0,0.004195385076415942
Ovidiu,Romania,642,116.0,25.0,0.002497253021676156
Paraschiva,Romania,642,109.0,32.0,0.00319648386774548
Petre,Romania,642,110.0,31.0,0.0030965937468784336
Petru,Romania,642,52.0,89.0,0.008890220757167116
Radu,Romania,642,36.0,105.0,0.010488462691039856
Raluca,Romania,642,27.0,114.0,0.011387473778843273
Ramona,Romania,642,51.0,90.0,0.008990110878034162
Relu,Romania,642,138.0,3.0,0.00029967036260113877
Remus,Romania,642,118.0,23.0,0.0022974727799420637
Rodica,Romania,642,89.0,52.0,0.005194286285086405
Roxana,Romania,642,35.0,106.0,0.010588352811906902
RÄzvan,Romania,642,92.0,49.0,0.004894615922485266
Sabin,Romania,642,130.0,11.0,0.0010987913295375088
Sanda,Romania,642,113.0,28.0,0.002796923384277295
Sandu,Romania,642,108.0,33.0,0.003296373988612526
Sergiu,Romania,642,58.0,83.0,0.00829088003196484
Silvia,Romania,642,69.0,72.0,0.00719208870242733
Silviu,Romania,642,88.0,53.0,0.005294176405953451
Simona,Romania,642,15.0,126.0,0.012586155229247827
Sorin,Romania,642,48.0,93.0,0.0092897812406353
Stanca,Romania,642,139.0,2.0,0.0001997802417340925
Stela,Romania,642,103.0,38.0,0.0037958245929477575
Sultana,Romania,642,141.0,0.0,0.0
Tatiana,Romania,642,95.0,46.0,0.004594945559884127
Teodora,Romania,642,77.0,64.0,0.00639296773549096
Tiberiu,Romania,642,102.0,39.0,0.003895714713814804
Toma,Romania,642,134.0,7.0,0.0006992308460693238
Traian,Romania,642,74.0,67.0,0.0066926380980920986
Tudor,Romania,642,78.0,63.0,0.006293077614623914
Valentin,Romania,642,62.0,79.0,0.007891319548496653
Valentina,Romania,642,47.0,94.0,0.009389671361502348
Vasile,Romania,642,16.0,125.0,0.012486265108380782
Vasilica,Romania,642,125.0,16.0,0.00159824193387274
Veronica,Romania,642,97.0,44.0,0.004395165318150035
Violeta,Romania,642,81.0,60.0,0.005993407252022775
Viorel,Romania,642,84.0,57.0,0.005693736889421637
Viorica,Romania,642,105.0,36.0,0.003596044351213665
Vlad,Romania,642,34.0,107.0,0.010688242932773949
Zamfira,Romania,642,137.0,4.0,0.000399560483468185
Èerban,Romania,642,122.0,19.0,0.0018979122964738787
Ètefan,Romania,642,28.0,113.0,0.011287583657976226
Alberto,San Marino,674,50.0,8.0,0.004675628287551139
Alessandro,San Marino,674,4.0,54.0,0.031560490940970194
Alessia,San Marino,674,17.0,41.0,0.02396259497369959
Andrea,San Marino,674,10.0,48.0,0.028053769725306838
Anna,San Marino,674,27.0,31.0,0.018118059614260665
Antonio,San Marino,674,34.0,24.0,0.014026884862653419
Arianna,San Marino,674,43.0,15.0,0.008766803039158387
Beatrice,San Marino,674,23.0,35.0,0.020455873758036237
Camilla,San Marino,674,49.0,9.0,0.005260081823495032
Chiara,San Marino,674,7.0,51.0,0.029807130333138514
Claudia,San Marino,674,33.0,25.0,0.014611338398597311
Claudio,San Marino,674,54.0,4.0,0.0023378141437755697
Cristina,San Marino,674,39.0,19.0,0.011104617182933957
Daniele,San Marino,674,38.0,20.0,0.011689070718877849
Davide,San Marino,674,12.0,46.0,0.026884862653419054
Elena,San Marino,674,13.0,45.0,0.026300409117475162
Elisa,San Marino,674,25.0,33.0,0.01928696668614845
Emanuele,San Marino,674,42.0,16.0,0.009351256575102279
Enrico,San Marino,674,52.0,6.0,0.0035067212156633548
Fabio,San Marino,674,48.0,10.0,0.0058445353594389245
Federica,San Marino,674,35.0,23.0,0.013442431326709527
Federico,San Marino,674,16.0,42.0,0.024547048509643482
Filippo,San Marino,674,40.0,18.0,0.010520163646990065
Francesca,San Marino,674,5.0,53.0,0.030976037405026302
Francesco,San Marino,674,28.0,30.0,0.017533606078316773
Gabriele,San Marino,674,22.0,36.0,0.02104032729398013
Giorgia,San Marino,674,19.0,39.0,0.022793687901811806
Giovanni,San Marino,674,32.0,26.0,0.015195791934541203
Giulia,San Marino,674,1.0,57.0,0.03331385154880187
Greta,San Marino,674,53.0,5.0,0.0029222676797194622
Ilaria,San Marino,674,47.0,11.0,0.006428988895382817
Irene,San Marino,674,57.0,1.0,0.0005844535359438924
Laura,San Marino,674,29.0,29.0,0.01694915254237288
Leonardo,San Marino,674,58.0,0.0,0.0
Lorenzo,San Marino,674,8.0,50.0,0.029222676797194622
Luca,San Marino,674,2.0,56.0,0.03272939801285798
Lucia,San Marino,674,55.0,3.0,0.0017533606078316774
Marco,San Marino,674,0.0,58.0,0.03389830508474576
Martina,San Marino,674,11.0,47.0,0.027469316189362946
Massimo,San Marino,674,46.0,12.0,0.0070134424313267095
Matteo,San Marino,674,6.0,52.0,0.030391583869082407
Michela,San Marino,674,51.0,7.0,0.004091174751607247
Michele,San Marino,674,36.0,22.0,0.012857977790765635
Nicola,San Marino,674,26.0,32.0,0.018702513150204558
Paola,San Marino,674,45.0,13.0,0.007597895967270602
Paolo,San Marino,674,30.0,28.0,0.01636469900642899
Pietro,San Marino,674,56.0,2.0,0.0011689070718877848
Riccardo,San Marino,674,18.0,40.0,0.023378141437755698
Roberta,San Marino,674,37.0,21.0,0.012273524254821741
Roberto,San Marino,674,44.0,14.0,0.008182349503214495
Sara,San Marino,674,15.0,43.0,0.025131502045587374
Serena,San Marino,674,31.0,27.0,0.015780245470485097
Silvia,San Marino,674,21.0,37.0,0.02162478082992402
Simone,San Marino,674,14.0,44.0,0.02571595558153127
Sofia,San Marino,674,3.0,55.0,0.032144944476914086
Stefano,San Marino,674,20.0,38.0,0.022209234365867914
Tommaso,San Marino,674,24.0,34.0,0.019871420222092345
Valentina,San Marino,674,9.0,49.0,0.02863822326125073
Veronica,San Marino,674,41.0,17.0,0.009935710111046173
Aleksandar,Serbia,688,12.0,111.0,0.014561196379378197
Aleksandra,Serbia,688,19.0,104.0,0.013642922733831825
Ana,Serbia,688,1.0,122.0,0.01600419782237964
Andrija,Serbia,688,60.0,63.0,0.008264462809917356
Angelina,Serbia,688,101.0,22.0,0.002886002886002886
AnÄela,Serbia,688,71.0,52.0,0.006821461366915913
Biljana,Serbia,688,45.0,78.0,0.01023219205037387
Bogdan,Serbia,688,58.0,65.0,0.00852682670864489
Bojan,Serbia,688,28.0,95.0,0.012462285189557916
Branimir,Serbia,688,122.0,1.0,0.00013118194936376755
Branislav,Serbia,688,74.0,49.0,0.006427915518824609
Branka,Serbia,688,65.0,58.0,0.007608553063098517
Branko,Serbia,688,38.0,85.0,0.011150465695920242
Danica,Serbia,688,95.0,28.0,0.0036730945821854912
Danijela,Serbia,688,31.0,92.0,0.012068739341466614
Danilo,Serbia,688,78.0,45.0,0.0059031877213695395
Dara,Serbia,688,109.0,14.0,0.0018365472910927456
Darko,Serbia,688,40.0,83.0,0.010888101797192707
Dejan,Serbia,688,26.0,97.0,0.012724649088285451
Dijana,Serbia,688,51.0,72.0,0.009445100354191263
Dimitrije,Serbia,688,56.0,67.0,0.008789190607372425
Dobrivoje,Serbia,688,108.0,15.0,0.0019677292404565133
Dragan,Serbia,688,46.0,77.0,0.010101010101010102
Dragana,Serbia,688,21.0,102.0,0.01338055883510429
Dragica,Serbia,688,59.0,64.0,0.008395644759281123
Dragoslava,Serbia,688,103.0,20.0,0.002623638987275351
DuÅ¡an,Serbia,688,16.0,107.0,0.014036468581923128
DuÅ¡ica,Serbia,688,67.0,56.0,0.0073461891643709825
Emilija,Serbia,688,69.0,54.0,0.0070838252656434475
Filip,Serbia,688,10.0,113.0,0.014823560278105732
Goran,Serbia,688,30.0,93.0,0.012199921290830381
Gordana,Serbia,688,41.0,82.0,0.01075691984782894
Igor,Serbia,688,34.0,89.0,0.011675193493375311
Isidora,Serbia,688,75.0,48.0,0.006296733569460842
Ivana,Serbia,688,13.0,110.0,0.01443001443001443
Jasmina,Serbia,688,35.0,88.0,0.011544011544011544
Jelena,Serbia,688,3.0,120.0,0.015741833923652106
Jelisaveta,Serbia,688,85.0,38.0,0.004984914075823166
Jovan,Serbia,688,22.0,101.0,0.013249376885740523
Jovana,Serbia,688,7.0,116.0,0.015217106126197035
Katarina,Serbia,688,11.0,112.0,0.014692378328741965
Kristina,Serbia,688,73.0,50.0,0.006559097468188378
Lidija,Serbia,688,83.0,40.0,0.005247277974550702
Ljiljana,Serbia,688,49.0,74.0,0.009707464252918798
Ljubica,Serbia,688,121.0,2.0,0.0002623638987275351
Ljubomir,Serbia,688,94.0,29.0,0.0038042765315492587
Luka,Serbia,688,6.0,117.0,0.015348288075560802
Maja,Serbia,688,17.0,106.0,0.01390528663255936
Marija,Serbia,688,29.0,94.0,0.012331103240194149
Marko,Serbia,688,0.0,123.0,0.016135379771743407
Mihailo,Serbia,688,76.0,47.0,0.006165551620097074
Milan,Serbia,688,24.0,99.0,0.012987012987012988
Milana,Serbia,688,117.0,6.0,0.0007870916961826052
Milanka,Serbia,688,97.0,26.0,0.0034107306834579563
Milena,Serbia,688,79.0,44.0,0.005772005772005772
Mileva,Serbia,688,111.0,12.0,0.0015741833923652105
Milica,Serbia,688,5.0,118.0,0.01547947002492457
MiloÅ¡,Serbia,688,14.0,109.0,0.014298832480650663
Milutin,Serbia,688,104.0,19.0,0.002492457037911583
Miodrag,Serbia,688,62.0,61.0,0.00800209891118982
Mira,Serbia,688,91.0,32.0,0.0041978223796405615
Mirjana,Serbia,688,53.0,70.0,0.009182736455463728
Miroslav,Serbia,688,84.0,39.0,0.005116096025186935
Mladen,Serbia,688,42.0,81.0,0.010625737898465172
MomÄilo,Serbia,688,90.0,33.0,0.004329004329004329
Nada,Serbia,688,87.0,36.0,0.004722550177095631
NataÅ¡a,Serbia,688,25.0,98.0,0.012855831037649219
Nemanja,Serbia,688,8.0,115.0,0.015085924176833267
Nenad,Serbia,688,48.0,75.0,0.009838646202282565
Nevena,Serbia,688,61.0,62.0,0.008133280860553588
Nikola,Serbia,688,4.0,119.0,0.015610651974288337
Olivera,Serbia,688,57.0,66.0,0.008658008658008658
Pavle,Serbia,688,54.0,69.0,0.00905155450609996
Petar,Serbia,688,20.0,103.0,0.013511740784468058
Predrag,Serbia,688,44.0,79.0,0.010363373999737637
Radmila,Serbia,688,55.0,68.0,0.008920372556736193
Radojka,Serbia,688,113.0,10.0,0.0013118194936376755
Radomir,Serbia,688,64.0,59.0,0.007739735012462285
Radoslav,Serbia,688,106.0,17.0,0.0022300931391840482
Radovan,Serbia,688,82.0,41.0,0.00537845992391447
Rastko,Serbia,688,118.0,5.0,0.0006559097468188378
Ratko,Serbia,688,92.0,31.0,0.004066640430276794
RaÅ¡ko,Serbia,688,100.0,23.0,0.0030171848353666535
RuÅ¾ica,Serbia,688,99.0,24.0,0.003148366784730421
Sanja,Serbia,688,39.0,84.0,0.011019283746556474
SaÅ¡a,Serbia,688,72.0,51.0,0.006690279417552145
Slavica,Serbia,688,47.0,76.0,0.009969828151646333
Slavka,Serbia,688,119.0,4.0,0.0005247277974550702
Slobodan,Serbia,688,66.0,57.0,0.00747737111373475
Smiljana,Serbia,688,105.0,18.0,0.0023612750885478157
SneÅ¾ana,Serbia,688,23.0,100.0,0.013118194936376755
Sofija,Serbia,688,77.0,46.0,0.006034369670733307
Sonja,Serbia,688,63.0,60.0,0.007870916961826053
SrÄan,Serbia,688,36.0,87.0,0.011412829594647777
Stana,Serbia,688,93.0,30.0,0.003935458480913027
Stanislav,Serbia,688,96.0,27.0,0.0035419126328217238
Stefan,Serbia,688,2.0,121.0,0.015873015873015872
Stevan,Serbia,688,86.0,37.0,0.004853732126459399
Stojanka,Serbia,688,123.0,0.0,0.0
Svetlana,Serbia,688,33.0,90.0,0.011806375442739079
Svetozar,Serbia,688,112.0,11.0,0.001443001443001443
Tamara,Serbia,688,15.0,108.0,0.014167650531286895
Tatjana,Serbia,688,81.0,42.0,0.005509641873278237
Teodora,Serbia,688,9.0,114.0,0.0149547422274695
Tijana,Serbia,688,37.0,86.0,0.011281647645284009
Tomislav,Serbia,688,116.0,7.0,0.0009182736455463728
UroÅ¡,Serbia,688,50.0,73.0,0.00957628230355503
Vaso,Serbia,688,102.0,21.0,0.0027548209366391185
Veljko,Serbia,688,68.0,55.0,0.007215007215007215
Vera,Serbia,688,89.0,34.0,0.0044601862783680965
Vesna,Serbia,688,27.0,96.0,0.012593467138921684
Violeta,Serbia,688,107.0,16.0,0.0020989111898202808
Vlade,Serbia,688,80.0,43.0,0.0056408238226420045
Vladimir,Serbia,688,18.0,105.0,0.013774104683195593
Vojislav,Serbia,688,110.0,13.0,0.0017053653417289782
Vuk,Serbia,688,52.0,71.0,0.009313918404827495
Zagorka,Serbia,688,115.0,8.0,0.0010494555949101404
Zdravko,Serbia,688,88.0,35.0,0.004591368227731864
Zoran,Serbia,688,32.0,91.0,0.011937557392102846
Zorica,Serbia,688,43.0,80.0,0.010494555949101404
Äedomir,Serbia,688,114.0,9.0,0.0011806375442739079
ÄorÄe,Serbia,688,70.0,53.0,0.00695264331627968
Å½ivojin,Serbia,688,98.0,25.0,0.003279548734094189
Adam,Slovakia,703,4.0,117.0,0.016025202027119573
Adriana,Slovakia,703,37.0,84.0,0.011505273250239693
AdriÃ¡n,Slovakia,703,92.0,29.0,0.00397205862210656
Alena,Slovakia,703,77.0,44.0,0.006026571702506506
Alexander,Slovakia,703,72.0,49.0,0.006711409395973154
AlÅ¾beta,Slovakia,703,45.0,76.0,0.010409532940693056
Andrej,Slovakia,703,38.0,83.0,0.011368305711546364
Aneta,Slovakia,703,103.0,18.0,0.0024654156964799344
Anna,Slovakia,703,9.0,112.0,0.015340364333652923
